IMPLEMENTED BY,RMF CONTROL FAMILY,RMF CONTROL NUMBER,RMF CONTROL NAME - CONTROL ENHANCEMENT NAME,BASELINE IMPACT,CSF FUNCTION,CSF CATEGORY,CSF SUBCATEGORY,PRIVACY,HVA,FSA,FPKI
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-2(1),INTERFACES FOR NON-PRIVILEGED USERS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-2(2),DISASSOCIABILITY,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-20,SECURE NAME/ADDRESS RESOLUTION SERVICE (AUTHORITATIVE SOURCE),L/M/H,PROTECT,PR.AC,PR.AC-5,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-20,SECURE NAME/ADDRESS RESOLUTION SERVICE (AUTHORITATIVE SOURCE),L/M/H,PROTECT,PR.PT,PR.PT-4,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-20(2),DATA ORIGIN AND INTEGRITY,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-21,SECURE NAME/ADDRESS RESOLUTION SERVICE (RECURSIVE OR CACHING RESOLVER),L/M/H,PROTECT,PR.PT,PR.PT-4,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-22,ARCHITECTURE AND PROVISIONING FOR NAME/ADDRESS RESOLUTION SERVICE,L/M/H,PROTECT,PR.PT,PR.PT-4,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-23,SESSION AUTHENTICITY,M/H,PROTECT,PR.PT,PR.PT-4,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-23(1),INVALIDATE SESSION IDENTIFIERS AT LOGOUT,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-23(3),UNIQUE SYSTEM-GENERATED SESSION IDENTIFIERS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-23(5),ALLOWED CERTIFICATE AUTHORITIES,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-24,FAIL IN KNOWN STATE,H,NA,NA,NA,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-25,THIN NODES,NA,NA,NA,NA,NO,NO,YES,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-26,DECOYS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-27,PLATFORM-INDEPENDENT APPLICATIONS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-28,PROTECTION OF INFORMATION AT REST,M/H,PROTECT,PR.DS,PR.DS-1,NO,YES,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-28(1),CRYPTOGRAPHIC PROTECTION,M/H,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-3,SECURITY FUNCTION ISOLATION,H,NA,NA,NA,NO,YES,NO,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-3(1),HARDWARE SEPARATION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-3(2),ACCESS AND FLOW CONTROL FUNCTIONS,NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-34,NON-MOFIDIABLE EXECUTABLE PROGRAMS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-35,EXTERNAL MALICIOUS CODE IDENTIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-39,PROCESS ISOLATION,L/M/H,NA,NA,NA,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-39(1),HARDWARE SEPARATION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-39(2),SEPARATE EXECUTION DOMAIN PER THREAD,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-4,INFORMATION IN SHARED SYSTEM RESOURCES,M/H,NA,NA,NA,NO,NO,NO,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-4(2),MULTILEVEL OR PERIODS PROCESSING,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-40,WIRELESS LINK PROTECTION,NA,NA,NA,NA,NO,NO,YES,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-40(1),ELECTROMAGNETIC INTERFERENCE,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-40(2),REDUCE DETECTION POTENTIAL,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-40(3),IMITATIVE OR MANIPULATIVE COMMUNICATIONS DECEPTION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-40(4),SIGNAL PARAMETER IDENTIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-42,SENSOR CAPABILITY AND DATA,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-44,DETONATION CHAMBERS,NA,DETECT,DE.CM,DE.CM-4,NO,NO,YES,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-44,DETONATION CHAMBERS,NA,DETECT,DE.CM,DE.CM-5,NO,NO,YES,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-45,SYSTEM TIME SYNCHRONIZATION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-45(1),SYNCHRONIZATION WITH AUTHORITATIVE TIME SOURCE,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-45(2),SECONDARY AUTHORITATIVE TIME SOURCE,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-46,CROSS DOMAIN POLICY ENFORCEMENT,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-5,DENIAL-OF-SERVICE PROTECTION,L/M/H,DETECT,DE.CM,DE.CM-1,NO,YES,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-5,DENIAL-OF-SERVICE PROTECTION,L/M/H,PROTECT,PR.DS,PR.DS-4,NO,YES,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-5,DENIAL-OF-SERVICE PROTECTION,L/M/H,PROTECT,PR.PT,PR.PT-4,NO,YES,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-5(1),RESTRICT ABILITY TO ATTACK OTHER SYSTEMS,NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-5(2),"CAPACITY, BANDWIDTH, AND REDUNDANCY",NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-5(3),DETECTION AND MONITORING,NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-6,RESOURCE AVAILABILITY,NA,IDENTIFY,ID.AM,ID.AM-5,NO,NO,YES,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-6,RESOURCE AVAILABILITY,NA,PROTECT,PR.PT,PR.PT-5,NO,NO,YES,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7,BOUNDARY PROTECTION,L/M/H,DETECT,DE.CM,DE.CM-1,YES,YES,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7,BOUNDARY PROTECTION,L/M/H,PROTECT,PR.AC,PR.AC-5,YES,YES,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7,BOUNDARY PROTECTION,L/M/H,PROTECT,PR.DS,PR.DS-5,YES,YES,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7,BOUNDARY PROTECTION,L/M/H,PROTECT,PR.PT,PR.PT-4,YES,YES,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(10),PREVENT EXFILTRATION,NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(11),RESTRICT INCOMING COMMUNICATIONS TRAFFIC,NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(12),HOST-BASED PROTECTION,NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(13),"ISOLATION OF SECURITY TOOLS, MECHANISMS, AND SUPPORT COMPONENTS",NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(14),PROTECT AGAINST UNAUTHORIZED PHYSICAL CONNECTIONS,NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(15),NETWORKED PRIVILEGED ACCESSES,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(16),PREVENT DISCOVERY OF SYSTEM COMPONENTS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(17),AUTOMATED ENFORCEMENT OF PROTOCOL FORMATS,NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(18),FAIL SECURE,H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(19),BLOCK COMMUNICATION FROM NON-ORGANIZATIONALLY CONFIGURED HOSTS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(20),DYNAMIC ISOLATION AND SEGREGATION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(22),SEPARATE SUBNETS FOR CONNECTING TO DIFFERENT SECURITY DOMAINS,NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(23),DISABLE SENDER FEEDBACK ON PROTOCOL VALIDATION FAILURE,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(29),SEPARATE SUBNETS TO ISOLATE FUNCTIONS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(3),ACCESS POINTS,M/H,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(5),DENY BY DEFAULT — ALLOW BY EXCEPTION,M/H,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(7),SPLIT TUNNELING FOR REMOTE DEVICES,M/H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(8),ROUTE TRAFFIC TO AUTHENTICATED PROXY SERVERS,M/H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(9),RESTRICT THREATENING OUTGOING COMMUNICATIONS TRAFFIC,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-8,TRANSMISSION CONFIDENTIALITY AND INTEGRITY,M/H,PROTECT,PR.DS,PR.DS-2,NO,YES,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-8(1),CRYPTOGRAPHIC PROTECTION,M/H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-8(2),PRE- AND POST-TRANSMISSION HANDLING,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-8(3),CRYPTOGRAPHIC PROTECTION FOR MESSAGE EXTERNALS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-8(4),CONCEAL OR RANDOMIZE COMMUNICATIONS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-8(5),PROTECTED DISTRIBUTION SYSTEM,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-10,INFORMATION INPUT VALIDATION,M/H,NA,NA,NA,NO,NO,NO,YES
S,SYSTEM AND INFORMATION INTEGRITY,SI-10,INFORMATION INPUT VALIDATION,M/H,PROTECT,PR.DS,PR.DS-6,NO,NO,NO,YES
S,SYSTEM AND INFORMATION INTEGRITY,SI-10(4),TIMING INTERACTIONS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-10(5),RESTRICT INPUTS TO TRUSTED SOURCES AND APPROVED FORMATS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-10(6),INJECTION PREVENTION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-11,ERROR HANDLING,M/H,NA,NA,NA,NO,NO,NO,YES
S,SYSTEM AND INFORMATION INTEGRITY,SI-15,INFORMATION OUTPUT FILTERING,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-16,MEMORY PROTECTION,M/H,NA,NA,NA,NO,NO,YES,YES
S,SYSTEM AND INFORMATION INTEGRITY,SI-17,FAIL-SAFE PROCEDURES,NA,NA,NA,NA,NO,NO,YES,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-19(4),"REMOVAL, MASKING, ENCRYPTION, HASHING, OR REPLACEMENT OF DIRECT IDENTIFIERS",NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-3(8),DETECT UNAUTHORIZED COMMANDS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(14),WIRELESS INTRUSION DETECTION,H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(15),WIRELESS TO WIRELINE COMMUNICATIONS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(2),AUTOMATED TOOLS AND MECHANISMS FOR REAL-TIME ANALYSIS,M/H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(20),PRIVILEGED USERS,H,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(22),UNAUTHORIZED NETWORK SERVICES,H,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(24),INDICATORS OF COMPROMISE,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(25),OPTIMIZE NETWORK TRAFFIC ANALYSIS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(3),AUTOMATED TOOL AND MECHANISM INTEGRATION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(4),INBOUND AND OUTBOUND COMMUNICATIONS TRAFFIC,M/H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(5),SYSTEM-GENERATED ALERTS,M/H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-4(7),AUTOMATED RESPONSE TO SUSPICIOUS EVENTS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-6,SECURITY AND PRIVACY FUNCTION VERIFICATION,H,NA,NA,NA,NO,NO,NO,YES
S,SYSTEM AND INFORMATION INTEGRITY,SI-6(2),AUTOMATION SUPPORT FOR DISTRIBUTED TESTING,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-7(1),INTEGRITY CHECKS,M/H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-7(10),PROTECTION OF BOOT FIRMWARE,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-7(15),CODE AUTHENTICATION,H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-7(2),AUTOMATED NOTIFICATIONS OF INTEGRITY VIOLATIONS,H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-7(5),AUTOMATED RESPONSE TO INTEGRITY VIOLATIONS,H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-7(6),CRYPTOGRAPHIC PROTECTION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-7(8),AUDITING CAPABILITY FOR SIGNIFICANT EVENTS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-7(9),VERIFY BOOT PROCESS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-8(2),AUTOMATIC UPDATES,M/H,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND INFORMATION INTEGRITY,SI-8(3),CONTINUOUS LEARNING CAPABILITY,NA,NA,NA,NA,NO,NO,NO,NO
W: Addressed through tailoring.,CONTINGENCY PLANNING,CP-10(3),COMPENSATING SECURITY CONTROLS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-12(1).,SYSTEM AND COMMUNICATIONS PROTECTION,SC-23(2),USER-INITIATED LOGOUTS AND MESSAGE DISPLAYS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-14.,ACCESS CONTROL,AC-14(1),NECESSARY USES,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-16.,ACCESS CONTROL,AC-4(18),SECURITY ATTRIBUTE BINDING,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-2 and AU-6.,ACCESS CONTROL,AC-13,SUPERVISION AND REVIEW-ACCESS CONTROL,NA,NA,NA,NA,NO,NO,NO,NO
"W: Incorporated into AC-2, AC-3, AC-5, and  AC-6.",SYSTEM AND INFORMATION INTEGRITY,SI-9,INFORMATION INPUT RESTRICTIONS,NA,NA,NA,NA,NO,NO,NO,NO
"W: Incorporated into AC-2, AC-3, AC-5, SI 3, SI-4, SI-5, SI-7, and SI-10.",SYSTEM AND COMMUNICATIONS PROTECTION,SC-14,PROTECTIONS PUBLIC ACCESS PROTECTIONS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-2k.,ACCESS CONTROL,AC-2(10),SHARED AND GROUP ACCOUNT CREDENTIAL CHANGE,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-3(10).,ACCESS CONTROL,AC-17(7),ADDITIONAL PROTECTION FOR SECURITY FUNCTION ACCESS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-4.,ACCESS CONTROL,AC-4(16),INFORMATION TRANSFERS ON INTERCONNECTED SYSTEMS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-6.,ACCESS CONTROL,AC-3(1),RESTRICTED ACCESS TO PRIVILEGED FUNCTIONS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-6(10).,SYSTEM AND INFORMATION INTEGRITY,SI-3(3),NON-PRIVILEGED USERS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-6(10).,SYSTEM AND INFORMATION INTEGRITY,SI-4(6),RESTRICT NON-PRIVILEGED USERS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-6(9).,AUDIT AND ACCOUNTABILITY,AU-2(4),PRIVILEGED FUNCTIONS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AC-7.,ACCESS CONTROL,AC-7(1),AUTOMATIC ACCOUNT LOCK,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AT-2(4).,AWARENESS AND TRAINING,AT-3(4),SUSPICIOUS COMMUNICATIONS AND ANOMALOUS SYSTEM BEHAVIOR,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AU-12.,AUDIT AND ACCOUNTABILITY,AU-2(1),COMPILATION OF AUDIT RECORDS FROM MULTIPLE SOURCES,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AU-12.,AUDIT AND ACCOUNTABILITY,AU-2(2),SELECTION OF AUDIT EVENTS BY COMPONENT,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AU-14.,AUDIT AND ACCOUNTABILITY,AU-14(2),CAPTURE AND RECORD CONTENT,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AU-2.,AUDIT AND ACCOUNTABILITY,AU-2(3),REVIEWS AND UPDATES,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AU-6.,AUDIT AND ACCOUNTABILITY,AU-6(10),AUDIT LEVEL ADJUSTMENT,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into AU-7(1).,AUDIT AND ACCOUNTABILITY,AU-7(2),AUTOMATIC SORT AND SEARCH,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CA-2.,"ASSESSMENT, AUTHORIZATION, AND MONITORING",CA-4,SECURITY CERTIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CA-2.,"ASSESSMENT, AUTHORIZATION, AND MONITORING",CA-7(2),TYPES OF ASSESSMENTS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CA-8.,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3(6),FACILITY PENETRATION TESTING,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CA-8.,RISK ASSESSMENT,RA-5(9),PENETRATION TESTING AND ANALYSES,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-10 and SI-7.,SYSTEM AND SERVICES ACQUISITION,SA-6,SOFTWARE USAGE RESTRICTIONS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-11 and SI-7.,SYSTEM AND SERVICES ACQUISITION,SA-7,USER-INSTALLED SOFTWARE,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-2.,CONFIGURATION MANAGEMENT,CM-2(1),REVIEWS AND UPDATES,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-3(7).,CONFIGURATION MANAGEMENT,CM-5(2),REVIEW SYSTEM CHANGES,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-4.,CONFIGURATION MANAGEMENT,CM-6(4),CONFORMANCE DEMONSTRATION,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-7.,ACCESS CONTROL,AC-17(8),DISABLE NONSECURE NETWORK PROTOCOLS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-7.,CONFIGURATION MANAGEMENT,CM-2(4),UNAUTHORIZED SOFTWARE,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-7.,CONFIGURATION MANAGEMENT,CM-2(5),AUTHORIZED SOFTWARE,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-8.,CONFIGURATION MANAGEMENT,CM-8(5),NO DUPLICATE ACCOUNTING OF COMPONENTS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-8.,RISK ASSESSMENT,RA-5(7),AUTOMATED DETECTION AND NOTIFICATION OF UNAUTHORIZED COMPONENTS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-8(3).,CONFIGURATION MANAGEMENT,CM-11(1),ALERTS FOR UNAUTHORIZED INSTALLATIONS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CM-8(9).,SYSTEM AND SERVICES ACQUISITION,SA-4(4),ASSIGNMENT OF COMPONENTS TO SYSTEMS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CP-2.,CONTINGENCY PLANNING,CP-5,CONTINGENCY PLAN UPDATE,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CP-2(3).,CONTINGENCY PLANNING,CP-2(4),RESUME ALL MISSION AND BUSINESS FUNCTIONS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CP-4.,CONTINGENCY PLANNING,CP-10(1),CONTINGENCY PLAN TESTING,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CP-7.,CONTINGENCY PLANNING,CP-7(5),EQUIVALENT INFORMATION SECURITY SAFEGUARDS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into CP-9.,CONTINGENCY PLANNING,CP-9(4),PROTECTION FROM UNAUTHORIZED MODIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-12(1).,IDENTIFICATION AND AUTHENTICATION,IA-4(2),SUPERVISOR AUTHORIZATION,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-12(2).,IDENTIFICATION AND AUTHENTICATION,IA-4(3),MULTIPLE FORMS OF CERTIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-12(4).,IDENTIFICATION AND AUTHENTICATION,IA-4(7),IN-PERSON REGISTRATION,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-12(4).,IDENTIFICATION AND AUTHENTICATION,IA-5(3),IN-PERSON OR TRUSTED EXTERNAL PARTY REGISTRATION,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-2(1) and IA-2(2).,IDENTIFICATION AND AUTHENTICATION,IA-5(11),HARDWARE TOKEN-BASED AUTHENTICATION,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-2(1).,IDENTIFICATION AND AUTHENTICATION,IA-2(3),LOCAL ACCESS TO PRIVILEGED ACCOUNTS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-2(2).,IDENTIFICATION AND AUTHENTICATION,IA-2(4),LOCAL ACCESS TO NON-PRIVILEGED ACCOUNTS,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-2(6).,IDENTIFICATION AND AUTHENTICATION,IA-2(11),REMOTE ACCESS — SEPARATE DEVICE,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-2(6).,IDENTIFICATION AND AUTHENTICATION,IA-2(7),NETWORK ACCESS TO NON-PRIVILEGED ACCOUNTS — SEPARATE DEVICE,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-2(8).,IDENTIFICATION AND AUTHENTICATION,IA-2(9),NETWORK ACCESS TO NON-PRIVILEGED ACCOUNTS — REPLAY RESISTANT,NA,NA,NA,NA,NO,NO,NO,NO
W: Incorporated into IA-3(1).,IDENTIFICATION AND AUTHENTICATION,IA-3(2),CRYPTOGRAPHIC BIDIRECTIONAL NETWORK AUTHENTICATION,NA,NA,NA,NA,NO,NO,NO,NO
